,Uniform,Gaussian,TinyImageNet (Crop),TinyImageNet (Resize),LSUN (Crop),LSUN (Resize),iSUN,SVHN,Cifar100,All
Max_out,0.96258182,0.9801894600000001,0.9287843600000001,0.9229887677097136,0.93703209,0.92705371,0.9259635070028011,0.9116392248002458,0.8716565000000001,0.9298187424825596
Max_relu_32,0.0002966,0.0,0.09321897,0.038266252165936196,0.54070515,0.020274789999999994,0.03579240336134454,0.9147143554087277,0.45070724,0.33382660572528267
Max_relu_0,9.200000000000097e-07,0.0,0.03885151,0.009500417898277446,0.5267689600000001,0.0027572199999999904,0.008462240896358539,0.9776626690227412,0.49322468,0.3384768482880282
Max_relu_1,0.0,0.0,0.03633751,0.008779043930282329,0.51442429,0.002340049999999998,0.006963182072829131,0.9751969729563614,0.50753772,0.33681453271590084
Max_relu_2,0.0,0.0,0.030892260000000005,0.007920456630312905,0.50255693,0.001906499999999982,0.005992403361344537,0.991885045328826,0.5218277,0.3399350162376714
Max_relu_3,0.0,0.0,0.025666459999999995,0.005926908572011005,0.47555297,0.0015088199999999919,0.004565400560224085,0.9843015096803934,0.5020019800000001,0.3333686592895517
Max_relu_4,1.9999999999997797e-08,0.0,0.016950120000000003,0.003949648353888492,0.39172821999999996,0.0006844199999999897,0.0026275630252100895,0.9926026160110633,0.5232823999999999,0.326875071165103
Max_relu_5,3.509999999999997e-05,0.0,0.04928916,0.014977382529813473,0.59005559,0.007000019999999999,0.016015932773109247,0.9909036570374923,0.49559058,0.3510829213775961
Max_relu_6,0.0014722199999999998,0.00020004000000000002,0.31943876000000004,0.22080168178575066,0.8007078700000001,0.17816957,0.21656410084033614,0.9780631760909648,0.5062541199999999,0.45196070583754305
Max_relu_7,0.0003603799999999999,4.3999999999999595e-07,0.44317660000000003,0.36999775761899906,0.76546864,0.38767924000000004,0.40039176470588234,0.9536874346957591,0.48303086,0.5052917077620078
Max_relu_8,0.013323149999999999,0.0005189799999999998,0.57032226,0.5119759249821628,0.80826465,0.49624241,0.5157589915966386,0.9428318146896127,0.5147284599999999,0.5575966181541175
Max_relu_9,0.004293879999999999,0.00054342,0.45949537000000007,0.38346160432167975,0.78802501,0.36795696,0.40735778151260504,0.9593390557775047,0.50679166,0.5122727628097186
Max_relu_10,0.54141673,0.32195279,0.65194477,0.5860119253898686,0.8892555999999999,0.5504692800000001,0.5856891652661065,0.9673586585740628,0.57819946,0.687598312084035
